project_id,text,type,source
1999 - tcs.pdf,The TCS shall be placed in a condition where power can be removed without impacting operations or causing damage to the system upon selection of a shutdown command.,Functional,PURE
1999 - tcs.pdf,The TCS shall provide the functionality to allow the operator to generate a UAV mission plan.,Functional,PURE
1999 - tcs.pdf,The TCS shall have the functionality to receive and process UAV mission plans from service specific mission planning systems.,Functional,PURE
1999 - tcs.pdf,The TCS shall be capable of storing a minimum of 500 mission plans under unique names.,Functional,PURE
1999 - tcs.pdf,The Mission Planning function shall provide a graphical user interface that allows defining waypoints on a map based display using a pointing device.,Functional,PURE
1999 - tcs.pdf,The TCS shall provide the capability to compute the range and bearing between two geographic positions on the map display.,Functional,PURE
1999 - tcs.pdf,The TCS shall permit dynamic mission and payload retasking during all phases of operational mission execution.,Functional,PURE
1999 - tcs.pdf,The TCS shall automatically check the validity of the intended mission plan prior to being uploaded.,Functional,PURE
1999 - tcs.pdf,The TCS shall provide the capability for the operator to define the desired AV route in waypoint format.,Functional,PURE
1999 - tcs.pdf,The TCS shall provide the capability to include up to 500 waypoints in each flight route plan.,Functional,PURE
1999 - tcs.pdf,The TCS shall provide the capability to display mission waypoints and flight path graphically.,Functional,PURE
1999 - tcs.pdf,The TCS shall present the estimated time of arrival and fuel status at each programmed waypoint to the operator.,Functional,PURE
1999 - tcs.pdf,The algorithmic accuracy of all flight planning calculations shall not deviate by more than 10% when compared with a validated 6 degree-of-freedom air vehicle simulator.,Not Functional,PURE
1999 - tcs.pdf,The TCS shall provide the operator with a clearly indicated map scale.,Functional,PURE
1999 - tcs.pdf,The TCS shall display an icon indicating AV position when receiving downlink from the desired AV.,Functional,PURE
1999 - tcs.pdf,The TCS shall be capable of displaying the positions of icons in Lat/Lon and Military Grid Reference System (MGRS) formats.,Functional,PURE
1999 - tcs.pdf,The TCS shall transmit command and control information to the AV via the uplink.,Functional,PURE
1999 - tcs.pdf,The TCS shall receive AV telemetry and payload information via downlink from the AV.,Functional,PURE
1999 - tcs.pdf,The TCS shall provide the capability to pass control of an AV to another TCS.,Functional,PURE
1999 - tcs.pdf,The TCS shall notify the operator when AV performance parameters are out of limits.,Functional,PURE
1999 - tcs.pdf,The TCS shall support operation of the AV via all flight modes including manual controls.,Functional,PURE
1999 - tcs.pdf,The TCS shall provide the functionality to control the Air Data Terminal (ADT) antenna and transmitter.,Functional,PURE
1999 - tcs.pdf,The TCS shall compute the estimated position of the AV during Loss of Link (LOL) based upon the last known position.,Functional,PURE
1999 - tcs.pdf,The TCS shall display a LOL timer to the operator upon initiation of a LOL onset.,Functional,PURE
1999 - tcs.pdf,The TCS shall provide the system functionality necessary to record data obtained via the data link.,Functional,PURE
1999 - tcs.pdf,The TCS shall be capable of automatically selecting the proper mode of operation for the selected data terminal.,Functional,PURE
1999 - tcs.pdf,The TCS shall have the functionality to process payload product data from Electro Optical (EO) and Infrared (IR) payloads.,Functional,PURE
1999 - tcs.pdf,The TCS shall be able to store up to 24 hours of payload data.,Functional,PURE
1999 - tcs.pdf,The TCS shall provide an interface between the TCS and an external hard copy printer.,Functional,PURE
1999 - tcs.pdf,The TCS shall implement an AV Standard Interface to ensure communications with the selected AV.,Functional,PURE
1999 - tcs.pdf,The TCS shall be capable of restoring power in sufficient time to avoid loss of air vehicle control during power outages.,Not Functional,PURE
1999 - tcs.pdf,The TCS shall be designed such that no single hardware failure or software error results in an unsafe command being transmitted to the air vehicle.,Not Functional,PURE
1999 - tcs.pdf,The TCS throughput shall not exceed 50% of the throughput capability delivered over any 10 second period.,Not Functional,PURE
1999 - tcs.pdf,The TCS shall provide a 50% spare memory storage capacity over delivered storage used.,Not Functional,PURE
1999 - tcs.pdf,The TCS software shall provide a windows based graphic operator interface.,Functional,PURE
1999 - tcs.pdf,The TCS software shall be non-proprietary and have unlimited data rights.,Not Functional,PURE
1999 - tcs.pdf,The TCS shall provide the functionality to have a maximum delay time of 1 second from operator command to system acknowledgement.,Not Functional,PURE
1999 - tcs.pdf,The TCS shall be capable of operating continuously in functional Operation Mode for a minimum of 72 hours.,Not Functional,PURE
