project_id,text,type,source
2006 - eirene sys 15.pdf,GSM-R networks shall support Railway Emergency Calls.,Functional,PURE
2006 - eirene sys 15.pdf,The network shall provide a coverage probability of 95% with a coverage level of 38.5 dBuV/m for voice and non-safety critical data.,Not Functional,PURE
2006 - eirene sys 15.pdf,The network shall provide a coverage probability of 95% with a coverage level of 41.5 dBuV/m on lines with ETCS levels 2/3 for speeds <= 220 km/h.,Not Functional,PURE
2006 - eirene sys 15.pdf,The EIRENE mobile installation shall operate in networks meeting the specified coverage criteria.,Not Functional,PURE
2006 - eirene sys 15.pdf,Call setup times defined in EIRENE FRS shall be achieved with authentication and ciphering procedures enabled.,Not Functional,PURE
2006 - eirene sys 15.pdf,The network shall operate in the R-GSM frequency band (876-915 MHz / 921-960 MHz).,Not Functional,PURE
2006 - eirene sys 15.pdf,The network shall terminate an ongoing VGCS/VBS call upon receipt of the 3-digit DTMF sequence.,Functional,PURE
2006 - eirene sys 15.pdf,The duration of DTMF tones generated by fixed line dispatchers shall be 70ms +/- 5ms with a minimum gap of 65ms.,Not Functional,PURE
2006 - eirene sys 15.pdf,Muting and unmuting for VGCS shall comply with EN 301 515 Index [4].,Functional,PURE
2006 - eirene sys 15.pdf,The network shall send a SET-PARAMETER message with attribute "D-ATT = T" to the talking subscriber mobile upon receipt of "###" via DTMF.,Functional,PURE
2006 - eirene sys 15.pdf,The network shall send a SET-PARAMETER message with attribute "D-ATT = F" to the talking subscriber mobile only after receiving "#**" from all talking controllers.,Functional,PURE
2006 - eirene sys 15.pdf,EIRENE mobile stations shall support the GSM-MT air interface conformant to GSM specifications.,Functional,PURE
2006 - eirene sys 15.pdf,All SIM cards used in EIRENE mobiles shall comply with the MORANE FFFIS for GSM-R SIM Cards.,Not Functional,PURE
2006 - eirene sys 15.pdf,Cab radios shall belong to GSM power class 2 (8W).,Not Functional,PURE
2006 - eirene sys 15.pdf,General purpose and Operational radios shall belong to GSM power class 4 (2W).,Not Functional,PURE
2006 - eirene sys 15.pdf,EIRENE radios shall automatically re-attempt Railway emergency call setup for 30 seconds if unsuccessful.,Functional,PURE
2006 - eirene sys 15.pdf,A service availability indication shall be provided to radio users.,Functional,PURE
2006 - eirene sys 15.pdf,The radio shall prevent the user from entering direct mode if GSM service is available.,Functional,PURE
2006 - eirene sys 15.pdf,EIRENE mobile equipment shall operate within a temperature range of -20C to +55C.,Not Functional,PURE
2006 - eirene sys 15.pdf,EIRENE mobile equipment shall withstand storage temperatures down to -40C.,Not Functional,PURE
2006 - eirene sys 15.pdf,EIRENE mobile equipment shall operate between altitudes of -100m and 1800m.,Not Functional,PURE
2006 - eirene sys 15.pdf,All EIRENE mobile equipment shall be protected against shock and vibration in compliance with prEN 50125 and prEN 50155.,Not Functional,PURE
2006 - eirene sys 15.pdf,The Cab radio shall initiate a call to the controller with 'Railway operation' priority upon MMI action.,Functional,PURE
2006 - eirene sys 15.pdf,The calling driver functional number shall be passed to the network using UUS1.,Functional,PURE
2006 - eirene sys 15.pdf,The Cab radio shall support registration and deregistration of the train number via USSD.,Functional,PURE
2006 - eirene sys 15.pdf,The Cab radio shall provide an audible and visual indication if network registration is unsuccessful.,Functional,PURE
2006 - eirene sys 15.pdf,The Cab radio shall apply call arbitration rules on the basis of call priority.,Functional,PURE
2006 - eirene sys 15.pdf,The SIM card in a Cab radio shall be physically integrated and removable only by maintenance staff.,Not Functional,PURE
2006 - eirene sys 15.pdf,The Cab radio shall provide an interface for EURORADIO if ERTMS/ETCS communications are required.,Functional,PURE
2006 - eirene sys 15.pdf,The Operational radio shall conform to IP 54 protection standards.,Not Functional,PURE
2006 - eirene sys 15.pdf,The Operational radio shall withstand semi-sinusoidal shocks of 5g for 100ms.,Not Functional,PURE
2006 - eirene sys 15.pdf,Every Train Number shall be unique within each GSM-R network for the journey period.,Not Functional,PURE
2006 - eirene sys 15.pdf,At least one MSISDN number shall be allocated to each mobile station.,Not Functional,PURE
2006 - eirene sys 15.pdf,Internationally defined short codes starting with CT=1 shall be implemented for mobile originated calls.,Functional,PURE
2006 - eirene sys 15.pdf,The calling party functional number shall be passed to the receiving mobile using UUS1 during call setup.,Functional,PURE
2006 - eirene sys 15.pdf,Railway Emergency call confirmation messages shall be sent with eMLPP priority 4.,Functional,PURE
2006 - eirene sys 15.pdf,Operational radios in shunting mode shall initially select the common shunting group (ID 500).,Functional,PURE
