project_id,text,type,source
2007 - nde.pdf,The NDE System Elements shall be designed to be reused in other Satellite Data Processing applications.,Not Functional,PURE
2007 - nde.pdf,The NDE System shall be designed so that Scientific Algorithms are invoked as objects.,Not Functional,PURE
2007 - nde.pdf,The System shall provide the capability for operators to log and track events.,Functional,PURE
2007 - nde.pdf,The System shall provide the capability for operators to update a summary log for tracking significant events.,Functional,PURE
2007 - nde.pdf,The System shall provide the capability for operators to sort and search on summary log events.,Functional,PURE
2007 - nde.pdf,The System shall be capable of reporting on summary log events.,Functional,PURE
2007 - nde.pdf,The System shall provide the capability for operators to quiesce and restart the System.,Functional,PURE
2007 - nde.pdf,The System shall implement operational quality monitoring procedures to detect and report the acceptability of xDR metadata.,Functional,PURE
2007 - nde.pdf,The System shall implement operational quality monitoring procedures to detect and report the acceptability of output product metadata.,Functional,PURE
2007 - nde.pdf,The System shall be capable of changing system status to reflect the condition of NPOESS.,Functional,PURE
2007 - nde.pdf,The System shall provide the capability for operators to forward NDE System Elements to CLASS for permanent archive.,Functional,PURE
2007 - nde.pdf,The NDE Ingest capability shall not be interrupted for more than 2 hours in any consecutive 24 hour period.,Not Functional,PURE
2007 - nde.pdf,The NDE Product Generation capability shall not be interrupted for more than 2 hours in any consecutive 24 hour period.,Not Functional,PURE
2007 - nde.pdf,The NDE Distribution capability shall not be interrupted for more than 2 hours in any consecutive 24 hour period.,Not Functional,PURE
2007 - nde.pdf,The NDE Operations Monitoring capability shall not be interrupted for more than 2 hours in any consecutive 24 hour period.,Not Functional,PURE
2007 - nde.pdf,The System shall be capable of accessing data delivered by IDPS within no more than ten seconds of notification.,Not Functional,PURE
2007 - nde.pdf,The System shall deliver SARSAT Telemetry data from IDPS to US Mission Control Center within 1 minute of receipt.,Not Functional,PURE
2007 - nde.pdf,The System shall deliver A-DCS Telemetry data from IDPS to the US Global Processing Center within 1 minute of receipt.,Not Functional,PURE
2007 - nde.pdf,The System shall deliver A-DCS Data Products from IDPS to the US Global Processing Center within 1 minute of receipt.,Not Functional,PURE
2007 - nde.pdf,The System shall support product volumes of 4 Terabytes per day of input and 8 Terabytes per day of output during the NPP mission.,Not Functional,PURE
2007 - nde.pdf,The System shall be compliant with the OMB Federal Enterprise Architecture.,Not Functional,PURE
