project_id,text,type,source
2003 - pnnl.pdf,The automated diagnostic tool shall indicate the occurrence of missing data in permanent storage using a unique place holder.,Functional,PURE
2003 - pnnl.pdf,The automated diagnostic tool shall store sensed data to permanent storage with a precision of three significant figures.,Not Functional,PURE
2003 - pnnl.pdf,The automated diagnostic tool shall validate sensed data with respect to its expected range of values.,Functional,PURE
2003 - pnnl.pdf,The administrator shall have the capability to modify the expected range of sensed data used for validation.,Functional,PURE
2003 - pnnl.pdf,The engineering units of sensed data input to the tool shall comply with the required units for the associated physical parameter.,Not Functional,PURE
2003 - pnnl.pdf,The automated diagnostic tool shall provide the capability to convert sensed data to the required engineering units.,Functional,PURE
2003 - pnnl.pdf,The automated diagnostic tool shall associate one or more tolerances with each continuous parameter corresponding to different sensitivity levels.,Functional,PURE
2003 - pnnl.pdf,The automated diagnostic tool shall log all errors associated with obtaining and validating sensed data.,Functional,PURE
2003 - pnnl.pdf,The automated diagnostic tool shall report selected errors to the user.,Functional,PURE
2003 - pnnl.pdf,The automated diagnostic tool shall monitor performance and operational parameters to identify specific faults in chillers and cooling towers.,Functional,PURE
2003 - pnnl.pdf,The automated diagnostic tool shall associate text describing the possible problem and recommended fix with each identified fault.,Functional,PURE
2003 - pnnl.pdf,The automated diagnostic tool shall not process a diagnostic algorithm if any input data to the algorithm is missing.,Not Functional,PURE
2003 - pnnl.pdf,The automated diagnostic tool shall notify the user if a diagnostic algorithm cannot process due to missing data.,Functional,PURE
2003 - pnnl.pdf,The automated diagnostic tool shall log all errors associated with failures of the diagnostic algorithms.,Functional,PURE
2003 - pnnl.pdf,The automated diagnostic tool shall monitor the unit under diagnosis for an indefinite period of time and log diagnostic results as they are determined.,Functional,PURE
2003 - pnnl.pdf,The automated diagnostic tool shall accompany saved diagnostic results with the absolute time of occurrence and identity of the unit and diagnostic.,Functional,PURE
2003 - pnnl.pdf,The administrator user shall have the capability to adjust the sensitivity of the diagnostic analysis.,Functional,PURE
2003 - pnnl.pdf,The administrator shall have the ability to specify which diagnostic results will not be reported.,Functional,PURE
2003 - pnnl.pdf,The display of each diagnostic result for fault conditions shall include a description of the fault and potential causes.,Functional,PURE
2003 - pnnl.pdf,The display of each diagnostic result for fault conditions shall include the location of the fault and the absolute time of occurrence.,Functional,PURE
2003 - pnnl.pdf,The automated diagnostic tool shall deploy a scroll bar in windows listing diagnostic results once the window reaches maximum height.,Functional,PURE
2003 - pnnl.pdf,The automated diagnostic tool shall display the current time in building and subsystems windows during real-time operation.,Functional,PURE
2003 - pnnl.pdf,The automated diagnostic tool shall display an animated graphical feature in each window indicating the status of diagnostic processing.,Functional,PURE
2003 - pnnl.pdf,The automated diagnostic tool shall log significant errors in software operation to permanent storage with detail sufficient to guide rectifying the error.,Functional,PURE
2003 - pnnl.pdf,Logged software errors shall include the absolute time of occurrence and the name of the software module and function.,Functional,PURE
2003 - pnnl.pdf,The user interface shall consist of six windows organized in a hierarchy enforcing a navigational order.,Not Functional,PURE
2003 - pnnl.pdf,The configuration window shall permit the administrator user to modify buildings and subsystems to be monitored.,Functional,PURE
2003 - pnnl.pdf,The automated diagnostic tool shall log the occurrence of changes to fixed data to permanent storage.,Functional,PURE
